PI,MaxNReader,MeanCountReader,BruvID,FrameNumber,Location,MaxN,TimeToMaxN,MeanCountVideo,,,
Euan Harvey,Jordan,Damon,NIC-14,339,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,340,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,341,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,342,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,343,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,344,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,345,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,346,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,347,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,348,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,349,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,350,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,351,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,352,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,353,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,354,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,355,Fiji,2,9.638,0,,,
Euan Harvey,Jordan,Damon,NIC-14,356,Fiji,2,9.638,2,,,
Euan Harvey,Jordan,Damon,NIC-14,357,Fiji,2,9.638,2,,,
Euan Harvey,Jordan,Damon,NIC-14,358,Fiji,2,9.638,2,,,
Euan Harvey,Jordan,Damon,NIC-14,359,Fiji,2,9.638,1,,,
Euan Harvey,Jordan,Damon,NIC-14,360,Fiji,2,9.638,1,,,
Euan Harvey,Laura,Damon,NIC-15,1,Fiji,0,0,0,,,
Euan Harvey,Laura,Damon,NIC-15,2,Fiji,0,0,0,,,
Euan Harvey,Laura,Damon,NIC-15,3,Fiji,0,0,0,,,
Euan Harvey,Laura,Damon,NIC-15,4,Fiji,0,0,0,,,
Euan Harvey,Laura,Damon,NIC-15,5,Fiji,0,0,0,,,
Euan Harvey,Laura,Damon,NIC-15,6,Fiji,1,0.7402,1,,,
Euan Harvey,Laura,Damon,NIC-15,7,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,8,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,9,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,10,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,11,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,12,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,13,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,14,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,15,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,16,Fiji,1,0.7402,1,,,
Euan Harvey,Laura,Damon,NIC-15,17,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,18,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,19,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,20,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,21,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,22,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,23,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,24,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,25,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,26,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,27,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,28,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,29,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,30,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,31,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,32,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,33,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,34,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,35,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,36,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,37,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,38,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,39,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,40,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,41,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,42,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,43,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,44,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,45,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,46,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,47,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,48,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,49,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,50,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,51,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,52,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,53,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,54,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,55,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,56,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,57,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,58,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,59,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,60,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,61,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,62,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,63,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,64,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,65,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,66,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,67,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,68,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,69,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,70,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,71,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,72,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,73,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,74,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,75,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,76,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,77,Fiji,1,0.7402,1,,,
Euan Harvey,Laura,Damon,NIC-15,78,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,79,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,80,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,81,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,82,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,83,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,84,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,85,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,86,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,87,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,88,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,89,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,90,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,91,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,92,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,93,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,94,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,95,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,96,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,97,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,98,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,99,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,100,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,101,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,102,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,103,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,104,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,105,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,106,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,107,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,108,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,109,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,110,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,111,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,112,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,113,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,114,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,115,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,116,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,117,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,118,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,119,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,120,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,121,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,122,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,123,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,124,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,125,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,126,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,127,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,128,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,129,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,130,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,131,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,132,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,133,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,134,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,135,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,136,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,137,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,138,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,139,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,140,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,141,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,142,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,143,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,144,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,145,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,146,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,147,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,148,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,149,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,150,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,151,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,152,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,153,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,154,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,155,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,156,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,157,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,158,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,159,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,160,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,161,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,162,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,163,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,164,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,165,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,166,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,167,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,168,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,169,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,170,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,171,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,172,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,173,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,174,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,175,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,176,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,177,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,178,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,179,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,180,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,181,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,182,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,183,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,184,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,185,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,186,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,187,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,188,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,189,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,190,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,191,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,192,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,193,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,194,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,195,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,196,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,197,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,198,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,199,Fiji,1,0.7402,1,,,
Euan Harvey,Laura,Damon,NIC-15,200,Fiji,1,0.7402,0,,,
Euan Harvey,Laura,Damon,NIC-15,201,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,202,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,203,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,204,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,205,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,206,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,207,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,208,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,209,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,210,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,211,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,212,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,213,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,214,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,215,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,216,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,217,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,218,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,219,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,220,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,221,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,222,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,223,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,224,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,225,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,226,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,227,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,228,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,229,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,230,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,231,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,232,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,233,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,234,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,235,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,236,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,237,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,238,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,239,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,240,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,241,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,242,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,243,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,244,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,245,Fiji,2,33.3094,0,,,
Euan Harvey,Laura,Damon,NIC-15,246,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,247,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,248,Fiji,2,33.3094,1,,,
Euan Harvey,Laura,Damon,NIC-15,249,Fiji,2,33.3094,2,,,
Euan Harvey,Laura,Damon,NIC-15,250,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,251,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,252,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,253,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,254,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,255,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,256,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,257,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,258,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,259,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,260,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,261,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,262,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,263,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,264,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,265,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,266,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,267,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,268,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,269,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,270,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,271,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,272,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,273,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,274,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,275,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,276,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,277,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,278,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,279,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,280,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,281,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,282,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,283,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,284,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,285,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,286,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,287,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,288,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,289,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,290,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,291,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,292,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,293,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,294,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,295,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,296,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,297,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,298,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,299,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,300,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,301,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,302,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,303,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,304,Fiji,3,41.4603,3,,,
Euan Harvey,Laura,Damon,NIC-15,305,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,306,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,307,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,308,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,309,Fiji,3,41.4603,2,,,
Euan Harvey,Laura,Damon,NIC-15,310,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,311,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,312,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,313,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,314,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,315,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,316,Fiji,3,41.4603,1,,,
Euan Harvey,Laura,Damon,NIC-15,317,Fiji,3,41.4603,0,,,
Euan Harvey,Laura,Damon,NIC-15,318,Fiji,3,41.4603,0,,,
